Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
    503          15090       -135.453     0.00302591       -135.164       0.130337
    504          15120       -135.453     0.00704999       -135.178       0.132416
    505          15150       -135.463     0.00443611        -135.19       0.124136
    506          15180       -135.463     0.00502602       -135.193       0.134991
    507          15210       -135.463     0.00533132       -135.203       0.118136
    508          15240       -135.463     0.00500976       -135.209       0.115142
    509          15270       -135.485     0.00631364       -135.211        0.11932
    510          15300       -135.485     0.00489821       -135.211       0.112051
    511          15330       -135.485     0.00542438        -135.22       0.114698
    512          15360       -135.501      0.0147895       -135.243       0.109362
    513          15390        -135.52      0.0108211       -135.265       0.115906
    514          15420       -135.542      0.0106526       -135.273        0.11321
    515          15450       -135.542      0.0124841       -135.298       0.115855
    516          15480       -135.542      0.0108073       -135.307       0.112498
    517          15510       -135.542      0.0127376        -135.31       0.106648
    518          15540       -135.542     0.00993861       -135.318       0.108429
    519          15570       -135.557      0.0103191       -135.328       0.107015
    520          15600       -135.557     0.00934172       -135.338       0.109677
    521          15630       -135.585     0.00658465       -135.344        0.10583
    522          15660       -135.618     0.00822779       -135.354       0.111696
    523          15690       -135.618      0.0085337       -135.355       0.106955
    524          15720       -135.649     0.00813184       -135.363       0.110171
    525          15750       -135.649     0.00964588       -135.377       0.108962
